Company Name,Designation,Founded Year,Total Employees,Industry,Latest Funding Amount,Annual Revenue,Company Linkedin Url,Growth Alert,Workday Status,No.of People in CX sheet,No.of phone number,Account Status
RangeAero,Founder & CEO,2020,3,aviation & aerospace,Not Known,1900000.0,https://in.linkedin.com/company/rangeaerospace,Not Defined,Not Known,0.0,0.0,Active
Ritz7 Automations,Co-Founder,2020,8,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/ritz7hq/,Not Defined,Not Known,0.0,0.0,Active
NordicMojo,Founder,2020,9,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Neurostellar,Co-Founder,2021,10,"health, wellness & fitness",Not Known,1900000.0,https://www.linkedin.com/company/neurostellar/,Not Defined,Not Known,0.0,0.0,Not Active
Sputnik Brain,Founder,2023,2,research,Not Known,1900000.0,http://www.linkedin.com/company/sputnikbrain,Not Defined,Not Known,0.0,0.0,Active
FuelCab India,Co-Founder,2021,10,oil & energy,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
NoStrain,Founder,2021,10,mechanical or industrial engineering,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
BlackCarrot,Co-Founder,2023,3,retail,Not Known,1900000.0,https://www.linkedin.com/company/blackcarrot,Not Defined,Not Known,0.0,0.0,Inactive
WebMaxy,Founder,2021,9,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Matterize,Chief Product Officer,2020,5,design,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Healthcare DMS,MD & CEO,2021,3,marketing & advertising,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
WildTrails India,CPO & CTO,2023,3,"leisure, travel & tourism",Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Ohm Mobility,Co-Founder & CEO,2020,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/ohm-mobility,Not Defined,Not Known,0.0,0.0,Active
Akira AI,Founder and Researcher,2023,3,information technology & services,Not Known,2000000.0,https://www.linkedin.com/company/akiraai-platform,Not Defined,Not Known,0.0,0.0,Active
Ecotyl,Founder,2021,5,food & beverages,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Falcon Incentives,Founder,2022,7,professional training & coaching,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Domshark,Founder & CEO,2021,6,outsourcing/offshoring,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Digital Braino,Founder,2022,4,marketing & advertising,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Gravity Integrated,Founder & CEO,2020,6,marketing & advertising,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Stargaze Embroidery Studio,Founder,2022,2,apparel & fashion,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Adneto,Co-Founder,2023,10,marketing & advertising,Not Known,1900000.0,https://in.linkedin.com/company/adneto,Not Defined,Not Known,0.0,0.0,Not Active
RationalStat,Co-Founder - Market Intelligence and Growth Officer,2021,9,management consulting,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Akaaye,Founder,2021,2,marketing & advertising,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
EMoMee,Co-Founder,2023,10,education management,Not Known,1900000.0,http://www.linkedin.com/company/emomee,Not Defined,Not Known,0.0,0.0,Active
DecoverAI,"CTO, Co-founder",2023,10,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/decoverhq,Not Defined,Not Known,0.0,0.0,Active
Pintel.AI,Co-Founder & CTO,2020,7,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/pintelai,Not Defined,Not Known,0.0,0.0,Active
ARYA,Chief Operating Officer,2022,10,environmental services,Not Known,1900000.0,https://www.linkedin.com/company/gpsrarya,Not Defined,Not Known,0.0,0.0,Active
64 CODON,Co-Founder & Director,2019,6,"health, wellness & fitness",Not Known,1900000.0,https://in.linkedin.com/company/64codon,Not Defined,Not Known,0.0,0.0,Active
Vedicinals,Co-Founder,2020,2,research,Not Known,1900000.0,https://www.linkedin.com/company/vedicinals-india-private-limited/,Not Defined,Not Known,0.0,0.0,Not Active
RNAVAX BIO,CEO & Director,2020,2,pharmaceuticals,Not Known,1900000.0,https://www.linkedin.com/company/rnavaxbio,Not Defined,Not Known,0.0,0.0,Not Active
iPower RE,Founder & CEO,2022,1,semiconductors,Not Known,1900000.0,https://www.linkedin.com/company/ipower-re,Not Defined,Not Known,0.0,0.0,Not Active
Pancham Infinity,Chief Executive Officer,2021,2,renewables & environment,Not Known,1900000.0,https://www.linkedin.com/company/pancham-infinity,Not Defined,Not Known,0.0,0.0,Not Active
DikshuPay,CEO OF DIKSHUPAY,2020,2,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/dikshu-india,Not Defined,Not Known,0.0,0.0,Not Active
Digigini,Chief Financial Officer,2022,2,financial services,Not Known,1900000.0,https://www.linkedin.com/company/digigini,Not Defined,Not Known,0.0,0.0,Not Active
Monethics,Co-Founder and Director,2020,4,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/monethics/,Not Defined,Not Known,0.0,0.0,Not Active
Inspay,Founder & Director,2023,8,financial services,Not Known,1900000.0,https://www.linkedin.com/company/inspaydigital/,Not Defined,Not Known,0.0,0.0,Not Active
Poshway Consultants,Chief Operating Officer,2020,10,management consulting,Not Known,1900000.0,https://www.linkedin.com/company/po-hway-consultants-co,Not Defined,Not Known,0.0,0.0,Not Active
FinGrad,Chief Executive Officer,2022,10,e-learning,Not Known,1900000.0,https://www.linkedin.com/company/joinfingrad/,Not Defined,Not Known,0.0,0.0,Not Active
AutoFlipz,Chief Promotional Officer,2019,10,automotive,Not Known,1900000.0,https://www.linkedin.com/company/autoflipz,Not Defined,Not Known,0.0,0.0,Not Active
DENSENIUM India Pvt Ltd,Chief Technology Officer,2020,4,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/densenium-india-private-limited,Not Defined,Not Known,0.0,0.0,Not Active
Work4You,Project Manager/Business Analyst/Product owner,2020,4,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/work4youtechnologies,Not Defined,Not Known,0.0,0.0,Not Active
Pcoder Technologies,Co-Owner,2020,9,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/pcodertechnologies,Not Defined,Not Known,0.0,0.0,Not Active
App Development,Owner,2020,9,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/app-developments/,Not Defined,Not Known,0.0,0.0,Not Active
TKTechnico,CFO & Executive Director,2021,6,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/tktechnico-solutions,Not Defined,Not Known,0.0,0.0,Not Active
Datalekt,Founder & Managing Director,2020,5,information technology & services,Not Known,1900000.0,https://linkedin.com/company/datalekt,Not Defined,Not Known,0.0,0.0,Not Active
WaterApp,Co-Founder,2020,2,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/waterapp,Not Defined,Not Known,0.0,0.0,Not Active
Webiz Square,Chief Executive Officer,2021,4,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/webiz-square/,Not Defined,Not Known,0.0,0.0,Not Active
Wellfie,Chief Technology Officer,2021,4,hospital & health care,Not Known,1900000.0,https://www.linkedin.com/company/bwell-health-pvt-ltd,Not Defined,Not Known,0.0,0.0,Not Active
VGM Soft Tech,FOUNDER & CEO,2020,6,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/vgm-soft-tech,Not Defined,Not Known,0.0,0.0,Not Active
Code24x7,Co-Founder & CTO,2021,3,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/code24x7/,Not Defined,Not Known,0.0,0.0,Active
Briezi,Co-Founder,2020,10,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/briezi-insuretech-private-limited,Not Defined,Not Known,0.0,0.0,Active
Softvyom Consulting Services,Chief Executive Officer,2021,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/softvyom,Not Defined,Not Known,0.0,0.0,Not Active
BlockCod Technologies,Co-Founder and Managing Director,2022,9,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/blockcod-technologies-pvt-ltd/,Not Defined,Not Known,0.0,0.0,Active
Anzo Technology,Founder & CEO,2021,10,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/anzo-mobile-app-development-company,Not Defined,Not Known,0.0,0.0,Not Active
Pixelfly Innovations,Managing Director and CEO,2020,3,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/pixelflyinnovations,Not Defined,Not Known,0.0,0.0,Not Active
Ezygo.app,Co-founder & CEO at Ezygo.app,2022,2,government administration,Not Known,1900000.0,https://www.linkedin.com/company/ezygoapp/,Not Defined,Not Known,0.0,0.0,Not Active
Paper Code Technologies,Chief Executive Officer,2022,4,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/papercodetech,Not Defined,Not Known,0.0,0.0,Not Active
AvalonTribe Infotech,Founder,2016,10,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/avalontribe-infotech,Not Defined,Not Known,0.0,0.0,Not Active
Tender Truck,Chief Operating Officer,2020,8,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/tender-truck/,Not Defined,Not Known,0.0,0.0,Not Active
Techsteck Solutions,Founder and CEO,2021,10,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/techsteck,Not Defined,Not Known,0.0,0.0,Not Active
Techniverse Software Consulting,Co-Founder & Director,2020,9,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/techniverse-software-consulting-pvt-ltd,Not Defined,Not Known,0.0,0.0,Not Active
Grownity Media,Founder & CEO,2021,8,marketing & advertising,Not Known,1900000.0,https://www.linkedin.com/company/grownity-media/,Not Defined,Not Known,0.0,0.0,Not Active
Wicxar,Founder,2020,6,management consulting,Not Known,1900000.0,https://www.linkedin.com/company/wicxar,Not Defined,Not Known,0.0,0.0,Not Active
3D-IP Semiconductors,Founder,2014,2,semiconductors,Not Known,1900000.0,https://www.linkedin.com/company/3d-ip-semiconductors,Not Defined,Not Known,0.0,0.0,Not Active
Software Resource House,Managing Director & Chief Executive Officer,2003,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/software-resource-house,Not Defined,Not Known,0.0,0.0,Not Active
Strobus Infosoft,CTO & Chief Architect,2013,4,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/strobusinfosoft/,Not Defined,Not Known,0.0,0.0,Not Active
Chamunda Equipments,Owner,2020,3,machinery,Not Known,1900000.0,https://www.linkedin.com/company/chamunda-equipment,Not Defined,Not Known,0.0,0.0,Not Active
Roots Infocomm,Chief Executive Officer,1999,4,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/rootsinfocomm/,Not Defined,Not Known,0.0,0.0,Not Active
Revyu,CMO,2020,3,online media,Not Known,1900000.0,https://www.linkedin.com/company/revyu,Not Defined,Not Known,0.0,0.0,Not Active
Lotpick Consulting Services,CTO - Chief Technology Officer,2020,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/lotpick-consulting-services,Not Defined,Not Known,0.0,0.0,Not Active
Avidia Labs,Co-Founder,2018,5,e-learning,Not Known,1900000.0,https://in.linkedin.com/company/avidia-labs,Not Defined,Not Known,0.0,0.0,Not Active
Bodha Innovation Labs,Co-Founder & CEO at Bodha Innovation Labs Pvt. Ltd.,2016,3,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/bodha-innovation-labs,Not Defined,Not Known,0.0,0.0,Not Active
Rises.io,Founder Director,2017,6,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/rises-analytics-solutions/,Not Defined,Not Known,0.0,0.0,Not Active
Acrobee India Private Limited,Chief Executive Officer,2018,1,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Leibnizo,Co-Founder,2015,5,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/leibnizo,Not Defined,Not Known,0.0,0.0,Not Active
TRONIXWARE,"Founder, Chief Solution Design",2013,9,wireless,Not Known,1900000.0,https://www.linkedin.com/company/tronixware,Not Defined,Not Known,0.0,0.0,Not Active
Social Impact Innovations,Chief Technology Officer,2019,8,public safety,Not Known,1900000.0,https://www.linkedin.com/company/social-impact-innovations,Not Defined,Not Known,0.0,0.0,Not Active
Deepneura,Co-Founder,2020,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/deepneura/,Not Defined,Not Known,0.0,0.0,Not Active
Drubus Technologies,Founder and CTO,2014,10,information technology & services,Not Known,445000.0,https://www.linkedin.com/company/drubus-technologies-private-limited,Not Defined,Not Known,0.0,0.0,Not Active
Ai Aerial Dynamics,Chief Design Officer,2020,4,electrical/electronic manufacturing,Not Known,1900000.0,https://www.linkedin.com/in/ai-aerial-dynamics-4b103b212/,Not Defined,Not Known,0.0,0.0,Active
Innbits Technologies,Founder & CEO,2012,8,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/innbits-technologies-pvt-ltd,Not Defined,Not Known,0.0,0.0,Not Active
GroCurv,Chief Technology Officer,2019,6,information technology & services,Not Known,100000.0,https://www.linkedin.com/company/grocurv/,Not Defined,Not Known,0.0,0.0,Not Active
Binary Bird,Founder,2015,4,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/binarybird,Not Defined,Not Known,0.0,0.0,Not Active
Spaceman & Company,Co-Founder & Creative Director,2018,3,management consulting,Not Known,1900000.0,https://www.linkedin.com/company/spaceman-and-companyinc,Not Defined,Not Known,0.0,0.0,Not Active
MarketHacks,Co-founder - Business,2017,5,capital markets,Not Known,1900000.0,https://www.linkedin.com/company/wpmarkethacks,Not Defined,Not Known,0.0,0.0,Not Active
Cognoscente Invnted,Founder & CEO,2014,10,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/cognoscenteinvnted,Not Defined,Not Known,0.0,0.0,Not Active
Evos Solutions,Chief Technology Officer,2006,8,information technology & services,Not Known,29621000.0,https://www.linkedin.com/company/evos-solutions-private-limited,Not Defined,Not Known,0.0,0.0,Not Active
Visual Analytics & Business Intelligence,Founder and Techincal Lead,2018,4,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/visualyze-ai,Not Defined,Not Known,0.0,0.0,Not Active
Taknik Bharti,Founder,2017,8,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/taknik-bharti,Not Defined,Not Known,0.0,0.0,Not Active
Metaorigin,Chief Technology Officer,2015,10,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/metaorigin-labs,Not Defined,Not Known,0.0,0.0,Not Active
SrivisifAI Technologies,Co-Founder,2018,8,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/srivisifai-tech-pvt-ltd,Not Defined,Not Known,0.0,0.0,Not Active
AvanSaber Technologies,Chief Executive Officer,2014,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/avansaber,Not Defined,Not Known,0.0,0.0,Not Active
FleetSafe,Co-Founder and Director,2021,5,automotive,Not Known,1900000.0,https://www.linkedin.com/company/fleetsafe-india,Not Defined,Not Known,0.0,0.0,Not Active
Integency,Chief Technology Officer,2017,7,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/integency,Not Defined,Not Known,0.0,0.0,Not Active
AIQRATE,CTO & Co-Founder,2019,2,management consulting,Not Known,1900000.0,https://www.linkedin.com/company/aiqrate,Not Defined,Not Known,0.0,0.0,Active
Data Prophets LLP,Co-Founder & CTO,2019,9,information services,Not Known,1900000.0,https://www.linkedin.com/company/data-prophets/,Not Defined,Not Known,0.0,0.0,Not Active
Meson Labs,Founder,2020,2,management consulting,Not Known,1900000.0,https://www.linkedin.com/company/meson-labs,Not Defined,Not Known,0.0,0.0,Not Active
256 Bits Studio,Founder & Director,2017,2,computer games,Not Known,1900000.0,https://www.linkedin.com/company/256bitsstudio/,Not Defined,Not Known,0.0,0.0,Active
Funambolo Technologies,Co-Founder & Manager - Software,2013,6,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/funambolo-technologies-pvt-ltd,Not Defined,Not Known,0.0,0.0,Not Active
Foursteps Training Solutions,Founder,2012,5,information technology & services,Not Known,5142000.0,https://www.linkedin.com/company/foursteps-training-solutions/,Not Defined,Not Known,0.0,0.0,Not Active
D'Chord Design Labs,Founder,2017,9,architecture & planning,Not Known,1900000.0,https://www.linkedin.com/company/dchorddesignlabs,Not Defined,Not Known,0.0,0.0,Not Active
MomentText,Cofounder,2016,8,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/momenttext/,Not Defined,Not Known,0.0,0.0,Not Active
